book,chapter,verse,text,version
GEN,4,9,El Señor le preguntó a Caín:―¿Dónde está tu hermano Abel?―No lo sé —respondió—. ¿Acaso soy yo el que debe cuidar a mi hermano?,NVI
GEN,4,10,"―¡Qué has hecho! —exclamó el Señor—. Desde la tierra, la sangre de tu hermano reclama justicia. ",NVI
GEN,4,11,"Por eso, ahora quedarás bajo la maldición de la tierra, la cual ha abierto sus fauces para recibir la sangre de tu hermano, que tú has derramado. ",NVI
GEN,4,12,"Cuando cultives la tierra, no te dará sus frutos, y en el mundo serás un fugitivo errante.",NVI
GEN,4,13,―Este castigo es más de lo que puedo soportar —le dijo Caín al Señor—. ,NVI
GEN,4,14,"Hoy me condenas al destierro, y nunca más podré estar en tu presencia. Andaré por el mundo errante como un fugitivo, y cualquiera que me encuentre me matará.",NVI
GEN,4,15,"―No será así —replicó el Señor—. El que mate a Caín, será castigado siete veces.Entonces el Señor le puso una marca a Caín, para que no fuera a matarlo quien lo hallara. ",NVI
GEN,4,16,"Así Caín se alejó de la presencia del Señor y se fue a vivir a la región llamada Nod, al este del Edén.",NVI
GEN,4,17,"Caín se unió a su mujer, la cual concibió y dio a luz a Enoc. (Caín había estado construyendo una ciudad, a la que le puso el nombre de su hijo Enoc). ",NVI
GEN,4,18,"Enoc tuvo un hijo llamado Irad, que fue el padre de Mejuyael. Este, a su vez, fue el padre de Metusael, y Metusael fue el padre de Lamec. ",NVI
GEN,4,19,"Lamec tuvo dos mujeres. Una de ellas se llamaba Ada, y la otra, Zila. ",NVI
GEN,4,20,"Ada dio a luz a Jabal, quien a su vez fue el antepasado de los que viven en tiendas de campaña y crían ganado. ",NVI
GEN,4,21,"Jabal tuvo un hermano llamado Jubal, quien fue el antepasado de los que tocan el arpa y la flauta. ",NVI
GEN,4,22,"Por su parte, Zila dio a luz a Tubal Caín, que fue herrero y forjador de toda clase de herramientas de bronce y de hierro. Tubal Caín tuvo una hermana que se llamaba Noamá.",NVI
GEN,4,23,"Lamec dijo a sus mujeres Ada y Zila:«¡Escuchad bien, mujeres de Lamec!¡Escuchad mis palabras!Maté a un hombre por haberme herido,y a un muchacho por golpearme.",NVI
GEN,4,24,"Si Caín será vengado siete veces,setenta y siete veces será vengado Lamec».",NVI
GEN,4,25,"Adán volvió a unirse a su mujer, y ella tuvo un hijo al que llamó Set, porque dijo: «Dios me ha concedido otro hijo en lugar de Abel, al que mató Caín». ",NVI
GEN,5,1,"Esta es la lista de los descendientes de Adán.Cuando Dios creó al ser humano, lo hizo a semejanza de Dios mismo. ",NVI
GEN,5,2,"Los creó hombre y mujer, y los bendijo. El día que fueron creados los llamó «seres humanos».",NVI
GEN,5,3,"Cuando Adán llegó a la edad de ciento treinta años, tuvo un hijo a su imagen y semejanza, y lo llamó Set. ",NVI
GEN,5,4,"Después del nacimiento de Set, Adán vivió ochocientos años más, y tuvo otros hijos y otras hijas. ",NVI
GEN,5,5,De modo que Adán murió a los novecientos treinta años de edad.,NVI
GEN,5,6,Set tenía ciento cinco años cuando fue padre de Enós. ,NVI
GEN,5,7,"Después del nacimiento de Enós, Set vivió ochocientos siete años más, y tuvo otros hijos y otras hijas. ",NVI
GEN,5,8,De modo que Set murió a los novecientos doce años de edad.,NVI
GEN,5,9,Enós tenía noventa años cuando fue padre de Cainán. ,NVI
GEN,5,10,"Después del nacimiento de Cainán, Enós vivió ochocientos quince años más, y tuvo otros hijos y otras hijas. ",NVI
GEN,5,11,De modo que Enós murió a los novecientos cinco años de edad.,NVI
GEN,5,12,Cainán tenía setenta años cuando fue padre de Malalel. ,NVI
GEN,5,13,"Después del nacimiento de Malalel, Cainán vivió ochocientos cuarenta años más, y tuvo otros hijos y otras hijas. ",NVI
GEN,5,14,De modo que Cainán murió a los novecientos diez años de edad.,NVI
GEN,5,15,Malalel tenía sesenta y cinco años cuando fue padre de Jared. ,NVI
GEN,5,16,"Después del nacimiento de Jared, Malalel vivió ochocientos treinta años más, y tuvo otros hijos y otras hijas. ",NVI
GEN,5,17,De modo que Malalel murió a los ochocientos noventa y cinco años de edad.,NVI
GEN,5,18,Jared tenía ciento sesenta y dos años cuando fue padre de Enoc. ,NVI
GEN,5,19,"Después del nacimiento de Enoc, Jared vivió ochocientos años más, y tuvo otros hijos y otras hijas. ",NVI
GEN,5,20,De modo que Jared murió a los novecientos sesenta y dos años de edad.,NVI
GEN,5,21,Enoc tenía sesenta y cinco años cuando fue padre de Matusalén. ,NVI
GEN,5,22,"Después del nacimiento de Matusalén, Enoc anduvo fielmente con Dios trescientos años más, y tuvo otros hijos y otras hijas. ",NVI
GEN,5,23,"En total, Enoc vivió trescientos sesenta y cinco años ",NVI
GEN,5,24,"y, como anduvo fielmente con Dios, un día desapareció porque Dios se lo llevó.",NVI
GEN,5,25,Matusalén tenía ciento ochenta y siete años cuando fue padre de Lamec. ,NVI
GEN,5,26,"Después del nacimiento de Lamec, Matusalén vivió setecientos ochenta y dos años más, y tuvo otros hijos y otras hijas. ",NVI
GEN,5,27,De modo que Matusalén murió a los novecientos sesenta y nueve años de edad.,NVI
GEN,5,28,Lamec tenía ciento ochenta y dos años cuando fue padre de Noé.,NVI
GEN,5,29,"Le dio ese nombre porque dijo: «Este niño nos dará descanso en nuestra tarea y penosos trabajos, en esta tierra que maldijo el Señor». ",NVI
GEN,5,30,"Después del nacimiento de Noé, Lamec vivió quinientos noventa y cinco años más, y tuvo otros hijos y otras hijas. ",NVI
GEN,5,31,De modo que Lamec murió a los setecientos setenta y siete años de edad.,NVI
GEN,6,1,"Cuando los seres humanos comenzaron a multiplicarse sobre la tierra y tuvieron hijas, ",NVI
GEN,6,2,los hijos de Dios vieron que las hijas de los seres humanos eran hermosas. Entonces tomaron como mujeres a todas las que desearon. ,NVI
GEN,6,3,"Pero el Señor dijo: «Mi espíritu no permanecerá en el ser humano para siempre, porque no es más que un simple mortal; por eso vivirá solamente ciento veinte años».",NVI
GEN,6,4,"Al unirse los hijos de Dios con las hijas de los seres humanos y tener hijos con ellas, nacieron gigantes, que fueron los famosos héroes de antaño. A partir de entonces hubo gigantes en la tierra.",NVI
GEN,6,5,"Al ver el Señor que la maldad del ser humano en la tierra era muy grande, y que todos sus pensamientos tendían siempre hacia el mal, ",NVI
GEN,6,6,"se arrepintió de haber hecho al ser humano en la tierra, y le dolió en el corazón. ",NVI
GEN,6,7,"Entonces dijo: «Voy a borrar de la tierra al ser humano que he creado. Y haré lo mismo con los animales, los reptiles y las aves del cielo. ¡Me arrepiento de haberlos creado!» ",NVI
GEN,6,8,Pero Noé contaba con el favor del Señor,NVI
GEN,6,9,Esta es la historia de Noé.Noé era un hombre justo y honrado entre su gente. Siempre anduvo fielmente con Dios. ,NVI
GEN,6,10,"Tuvo tres hijos: Sem, Cam y Jafet. ",NVI
GEN,6,11,Pero Dios vio que la tierra estaba corrompida y llena de violencia. ,NVI
GEN,6,12,"Al ver Dios tanta corrupción en la tierra y tanta perversión en la gente, ",NVI
GEN,6,13,"le dijo a Noé: «He decidido acabar con toda la gente, pues por causa de ella la tierra está llena de violencia. Así que voy a destruir a la gente junto con la tierra. ",NVI
GEN,6,14,"Constrúyete un arca de madera resinosa, hazle compartimentos, y cúbrela con brea por dentro y por fuera. ",NVI
GEN,6,15,"Dale las siguientes medidas: ciento cuarenta metros de largo, veintitrés de ancho y catorce de alto.",NVI
GEN,6,16,"Hazla de tres pisos, con una abertura a medio metro del techo y con una puerta en uno de sus costados. ",NVI
GEN,6,17,"Porque voy a enviar un diluvio sobre la tierra, para destruir a todos los seres vivientes bajo el cielo. Todo lo que existe en la tierra morirá. ",NVI
GEN,6,18,"Pero contigo estableceré mi pacto, y entraréis en el arca tú y tus hijos, tu esposa y tus nueras. ",NVI
GEN,6,19,"Haz que entre en el arca una pareja de todos los seres vivientes, es decir, un macho y una hembra de cada especie, para que sobrevivan contigo. ",NVI
GEN,6,20,"Contigo entrará también una pareja de cada especie de aves, de ganado y de reptiles, para que puedan sobrevivir. ",NVI
GEN,6,21,"Recoge además toda clase de alimento, y almacénalo, para que a ti y a ellos os sirva de comida». ",NVI
GEN,7,1,"El Señor le dijo a Noé: «Entra en el arca con toda tu familia, porque tú eres el único hombre justo que he encontrado en esta generación. ",NVI
GEN,7,2,"De todos los animales puros, lleva siete machos y siete hembras; pero de los impuros, solo un macho y una hembra. ",NVI
GEN,7,3,"Lleva también siete machos y siete hembras de las aves del cielo, para conservar su especie sobre la tierra. ",NVI
GEN,7,4,"Porque dentro de siete días haré que llueva sobre la tierra durante cuarenta días y cuarenta noches, y así borraré de la faz de la tierra a todo ser viviente que hice».",NVI
GEN,7,5,Noé hizo todo de acuerdo con lo que el Señor le había mandado. ,NVI
GEN,7,6,Tenía Noé seiscientos años de edad cuando las aguas del diluvio inundaron la tierra. ,NVI
GEN,7,7,"Entonces entró en el arca junto con sus hijos, su esposa y sus nueras, para salvarse de las aguas del diluvio. ",NVI
GEN,7,8,"De los animales puros e impuros, de las aves y de todos los seres que se arrastran por el suelo, ",NVI
GEN,7,9,"entraron con Noé por parejas, el macho y su hembra, tal como Dios se lo había mandado. ",NVI
GEN,7,10,"Al cabo de los siete días, las aguas del diluvio comenzaron a caer sobre la tierra.",NVI
GEN,7,11,"Cuando Noé tenía seiscientos años, precisamente en el día diecisiete del mes segundo, se reventaron las fuentes del mar profundo y se abrieron las compuertas del cielo. ",NVI
GEN,7,12,Cuarenta días y cuarenta noches llovió sobre la tierra. ,NVI
GEN,7,13,"Ese mismo día entraron en el arca Noé, sus hijos Sem, Cam y Jafet, su esposa y sus tres nueras. ",NVI
GEN,7,14,"Junto con ellos entró toda clase de animales salvajes y domésticos, de animales que se arrastran por el suelo y de aves. ",NVI
GEN,7,15,Así entraron en el arca con Noé parejas de todos los seres vivientes; ,NVI
GEN,7,16,"entraron un macho y una hembra de cada especie, tal como Dios se lo había mandado a Noé. Luego el Señor cerró la puerta del arca.",NVI
GEN,7,17,"El diluvio cayó sobre la tierra durante cuarenta días. Cuando crecieron las aguas, elevaron el arca por encima de la tierra. ",NVI
GEN,7,18,"Las aguas crecían y aumentaban cada vez más, pero el arca se mantenía a flote sobre ellas. ",NVI
GEN,7,19,Tanto crecieron las aguas que cubrieron las montañas más altas que hay debajo de los cielos. ,NVI
GEN,7,20,El nivel del agua subió más de siete metros por encima de las montañas. ,NVI
GEN,7,21,"Así murió todo ser viviente que se movía sobre la tierra: las aves, los animales salvajes y domésticos, todo tipo de animal que se arrastraba por el suelo, y todo ser humano. ",NVI
GEN,7,22,Pereció todo ser que habitaba la tierra firme y tenía aliento de vida. ,NVI
GEN,7,23,"Dios borró de la faz de la tierra a todo ser viviente, desde los seres humanos hasta los ganados, los reptiles y las aves del cielo. Todos fueron borrados de la faz de la tierra. Solo quedaron Noé y los que estaban con él en el arca. ",NVI
GEN,8,1,"Dios se acordó entonces de Noé y de todos los animales salvajes y domésticos que estaban con él en el arca. Hizo que soplara un fuerte viento sobre la tierra, y las aguas comenzaron a bajar. ",NVI
GEN,8,2,"Se cerraron las fuentes del mar profundo y las compuertas del cielo, y dejó de llover. ",NVI
GEN,8,3,"Poco a poco, las aguas se fueron retirando de la tierra. Al cabo de ciento cincuenta días, las aguas habían disminuido. ",NVI
GEN,8,4,"El día diecisiete del mes séptimo, el arca se detuvo sobre las montañas de Ararat, ",NVI
GEN,8,5,y las aguas siguieron bajando hasta que el primer día del mes décimo pudieron verse las cimas de las montañas.,NVI
GEN,8,6,"Después de cuarenta días, Noé abrió la ventana del arca que había hecho ",NVI
GEN,8,7,"y soltó un cuervo, el cual estuvo volando de un lado a otro, esperando a que se secara la tierra. ",NVI
GEN,8,8,"Luego soltó una paloma, para ver si las aguas que cubrían la tierra ya se habían retirado. ",NVI
GEN,8,9,"Pero la paloma no encontró un lugar donde posarse, y volvió al arca porque las aguas aún cubrían la tierra. Noé extendió la mano, tomó la paloma y la metió consigo en el arca. ",NVI
GEN,8,10,Esperó siete días más y volvió a soltar la paloma fuera del arca. ,NVI
GEN,8,11,"Caía la noche cuando la paloma regresó, trayendo en su pico una ramita de olivo recién cortada. Así Noé se dio cuenta de que las aguas habían bajado hasta dejar la tierra al descubierto. ",NVI
GEN,8,12,"Esperó siete días más y volvió a soltar la paloma, pero esta vez la paloma ya no regresó.",NVI
GEN,8,13,"Noé tenía seiscientos un años cuando las aguas se secaron. El primer día del primer mes de ese año, Noé quitó la cubierta del arca y vio que la tierra estaba seca. ",NVI
GEN,8,14,"Para el día veintisiete del segundo mes, la tierra estaba ya completamente seca. ",NVI
GEN,8,15,Entonces Dios le dijo a Noé: ,NVI
GEN,8,16,"«Sal del arca junto con tus hijos, tu esposa y tus nueras. ",NVI
GEN,8,17,"Saca también todos los seres vivientes que están contigo: las aves, el ganado y todos los animales que se arrastran por el suelo. ¡Que sean fecundos! ¡Que se multipliquen y llenen la tierra!»",NVI
GEN,8,18,"Salieron, pues, del arca Noé y sus hijos, su esposa y sus nueras. ",NVI
GEN,8,19,"Salieron también todos los animales: el ganado, las aves y todos los reptiles que se mueven sobre la tierra, cada uno según su especie.",NVI
GEN,8,20,"Luego Noé construyó un altar al Señor, y sobre ese altar ofreció como holocausto animales puros y aves puras. ",NVI
GEN,8,21,"Cuando el Señor percibió el grato aroma, se dijo a sí mismo: «Aunque las intenciones del ser humano son perversas desde su juventud, nunca más volveré a maldecir la tierra por culpa suya. Tampoco volveré a destruir a todos los seres vivientes, como acabo de hacer.",NVI
GEN,9,1,"Dios bendijo a Noé y a sus hijos con estas palabras: «Sed fecundos, multiplicaos y llenad la tierra. ",NVI
GEN,9,2,"Todos los animales de la tierra sentirán temor y miedo ante vosotros: las aves, las bestias salvajes, los animales que se arrastran por el suelo, y los peces del mar. Todos estarán bajo vuestro dominio. ",NVI
GEN,9,3,"Todo lo que se mueve y tiene vida, al igual que las verduras, os servirá de alimento. Yo os doy todo esto. ",NVI
GEN,9,4,Pero no deberéis comer carne con sangre; la sangre es vida. ,NVI
GEN,9,5,"Por cierto, de vuestra sangre yo habré de pediros cuentas. A todos los animales y a todos los seres humanos les pediré cuentas de la vida de sus semejantes.",NVI
GEN,9,6,"»Si alguien derrama la sangre de un ser humanootro ser humano derramará la suya,porque el ser humano ha sido creadoa imagen de Dios mismo.",NVI
GEN,9,7,"»En cuanto a vosotros, sed fecundos y multiplicaos; sí, multiplicaos y llenad la tierra».",NVI
GEN,9,8,"Dios les habló otra vez a Noé y a sus hijos, y les dijo: ",NVI
GEN,9,9,"«Yo establezco mi pacto con vosotros, con vuestros descendientes ",NVI
GEN,9,10,"y con todos los seres vivientes que están con vosotros, es decir, con todos los seres vivientes de la tierra que salieron del arca: las aves, y los animales domésticos y salvajes. ",NVI
GEN,9,11,Este es mi pacto con vosotros: Nunca más serán exterminados los seres humanos por un diluvio; nunca más habrá un diluvio que destruya la tierra».,NVI
GEN,9,12,Y Dios añadió: «Esta es la señal del pacto que establezco para siempre con vosotros y con todos los seres vivientes que os acompañan: ,NVI
GEN,9,13,"He colocado mi arco iris en las nubes, el cual servirá como señal de mi pacto con la tierra. ",NVI
GEN,9,14,"Cuando yo cubra la tierra de nubes, y en ellas aparezca el arco iris, ",NVI
GEN,9,15,me acordaré del pacto que he establecido con vosotros y con todos los seres vivientes. Nunca más las aguas se convertirán en un diluvio para destruir a todos los mortales. ,NVI
GEN,9,16,"Cada vez que aparezca el arco iris entre las nubes, yo lo veré y me acordaré del pacto que establecí para siempre con todos los seres vivientes que hay sobre la tierra».",NVI
GEN,9,17,Dios concluyó diciéndole a Noé: «Este es el pacto que establezco con todos los seres vivientes que hay en la tierra».,NVI
GEN,9,18,"Los hijos de Noé que salieron del arca fueron Sem, Cam, que fue el padre de Canaán, y Jafet. ",NVI
GEN,9,19,Estos fueron los tres hijos de Noé que con su descendencia poblaron toda la tierra.,NVI
GEN,9,20,"Noé se dedicó a cultivar la tierra, y plantó una viña. ",NVI
GEN,9,21,"Un día, bebió vino y se embriagó, quedándose desnudo dentro de su tienda. ",NVI
GEN,9,22,"Cam, el padre de Canaán, vio a su padre desnudo y fue a contárselo a sus hermanos, que estaban afuera. ",NVI
GEN,9,23,"Entonces Sem y Jafet tomaron un manto, se lo echaron sobre los hombros y, caminando hacia atrás, cubrieron la desnudez de su padre. Como miraban en dirección opuesta, no lo vieron desnudo.",NVI
GEN,9,24,"Cuando Noé despertó de su borrachera y se enteró de lo que su hijo menor le había hecho, ",NVI
GEN,9,25,declaró:«¡Maldito sea Canaán!Será de sus dos hermanosel más bajo de sus esclavos».,NVI
